Firm,Line Item,t,t-1,t-2,t-3,t-4,t-5,t-6,t-7
FirmH,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FirmH,Other Current Assets,617172000000.0,483418000000.0,459964000000.0,0.0,78975000000.0,65759000000.0,0.0,0.0
FirmH,Total Current Assets,1199559000000.0,1184676000000.0,1140820000000.0,67095000000.0,960114000000.0,816718000000.0,114656000000.0,121080000000.0
FirmH,Property Plant & Equipment,,,,,,,,
FirmH,Intangible Assets,6878000000.0,6885000000.0,6958000000.0,7623000000.0,8628000000.0,11232000000.0,9849000000.0,10430000000.0
FirmH,Other Non-Current Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FirmH,Total Assets,2622532000000.0,2533600000000.0,2490972000000.0,2351698000000.0,2573126000000.0,2415689000000.0,2359141000000.0,2265792000000.0
FirmH,Accounts Payable,114794000000.0,102727000000.0,109842000000.0,107632000000.0,134467000000.0,194491000000.0,195240000000.0,202895000000.0
FirmH,Short-Term Debt,69276000000.0,51802000000.0,34443000000.0,15562000000.0,0.0,57848000000.0,55367000000.0,73539000000.0
FirmH,Other Current Liabilities,-114794000000.0,-102727000000.0,-132547000000.0,-107632000000.0,-134467000000.0,-252339000000.0,-195240000000.0,-224803000000.0
FirmH,Total Current Liabilities,184070000000.0,51802000000.0,11738000000.0,15562000000.0,273298000000.0,252339000000.0,55367000000.0,51631000000.0
FirmH,Long-Term Debt,282031000000.0,284080000000.0,295245000000.0,309756000000.0,306601000000.0,295883000000.0,275660000000.0,256775000000.0
FirmH,Other Non-Current Liabilities,2014710000000.0,1886200000000.0,1827895000000.0,1686737000000.0,-306601000000.0,-295883000000.0,598040000000.0,601634000000.0
FirmH,Total Liabilities,2366017000000.0,2277907000000.0,2236782000000.0,2104125000000.0,2341061000000.0,2204511000000.0,2155072000000.0,2082219000000.0
FirmH,Total Equity,256515000000.0,255693000000.0,254190000000.0,247573000000.0,232065000000.0,211178000000.0,204069000000.0,183573000000.0
FirmH,Total Liabilities and Equity,2622532000000.0,2533600000000.0,2490972000000.0,2351698000000.0,2573126000000.0,2415689000000.0,2359141000000.0,2265792000000.0
FirmH,Revenues,108783000000.0,100705000000.0,96569000000.0,93543000000.0,95112000000.0,97367000000.0,97031000000.0,97234000000.0
FirmH,Cost of Goods Sold (COGS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FirmH,Gross Profit,108783000000.0,100705000000.0,96569000000.0,93543000000.0,95112000000.0,97367000000.0,97031000000.0,97234000000.0
FirmH,Operating Expenses,62980000000.0,58845000000.0,56672000000.0,58500000000.0,61274000000.0,70467000000.0,62741000000.0,52624000000.0
FirmH,Depreciation and Amortization,7791000000.0,6179000000.0,5478000000.0,4940000000.0,4759000000.0,5306000000.0,5147000000.0,5105000000.0
FirmH,Total Operating Expenses,,,,,,,,
FirmH,Operating Income,46327000000.0,41309000000.0,40091000000.0,39782000000.0,41845000000.0,47073000000.0,31929000000.0,44610000000.0
FirmH,Interest Income,76100000000.0,63971000000.0,55901000000.0,50973000000.0,51531000000.0,52669000000.0,55953000000.0,61293000000.0
FirmH,Interest Expense,21041000000.0,13874000000.0,9818000000.0,7463000000.0,7897000000.0,9350000000.0,11043000000.0,13604000000.0
FirmH,Other Non-Operating Items,,,,,,,,
FirmH,Pre-Tax Income,40764000000.0,35900000000.0,34536000000.0,30702000000.0,30699000000.0,26675000000.0,28917000000.0,26749000000.0
FirmH,Income Tax Expense,8290000000.0,11459000000.0,9803000000.0,6260000000.0,8954000000.0,8789000000.0,7633000000.0,7773000000.0
FirmH,Net Income,32474000000.0,24441000000.0,24733000000.0,24442000000.0,21745000000.0,17886000000.0,19877000000.0,18976000000.0
FirmI,Cash and Cash Equivalents,8162000000.0,9874000000.0,5619000000.0,3518000000.0,1971000000.0,2186000000.0,2074000000.0,2127000000.0
FirmI,Accounts Receivable,2790000000.0,2554000000.0,2508000000.0,1255000000.0,1699000000.0,1702000000.0,1356000000.0,1084000000.0
FirmI,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FirmI,Other Current Assets,3717000000.0,3031000000.0,2867000000.0,3759000000.0,3913000000.0,1865000000.0,3168000000.0,1821000000.0
FirmI,Total Current Assets,18216000000.0,19023000000.0,14313000000.0,10892000000.0,9562000000.0,7822000000.0,11786000000.0,9190000000.0
FirmI,Property Plant & Equipment,,,,,,,,
FirmI,Intangible Assets,27558000000.0,27848000000.0,27234000000.0,11361000000.0,11411000000.0,11351000000.0,11420000000.0,11436000000.0
FirmI,Other Non-Current Assets,1703000000.0,1817000000.0,1319000000.0,875000000.0,928000000.0,610000000.0,151000000.0,214000000.0
FirmI,Total Assets,69225000000.0,67977000000.0,64035000000.0,40236000000.0,38569000000.0,35956000000.0,40013000000.0,34760000000.0
FirmI,Accounts Payable,183000000.0,179000000.0,203000000.0,127000000.0,147000000.0,184000000.0,152000000.0,169000000.0
FirmI,Short-Term Debt,0.0,1749000000.0,0.0,0.0,0.0,0.0,0.0,0.0
FirmI,Other Current Liabilities,10865000000.0,7823000000.0,7690000000.0,5091000000.0,5704000000.0,4027000000.0,7685000000.0,3156000000.0
FirmI,Total Current Liabilities,11305000000.0,9994000000.0,8046000000.0,5374000000.0,6006000000.0,4335000000.0,7954000000.0,3451000000.0
FirmI,Long-Term Debt,16630000000.0,16618000000.0,15882000000.0,0.0,0.0,0.0,0.0,0.0
FirmI,Other Non-Current Liabilities,2666000000.0,2625000000.0,2387000000.0,897000000.0,1005000000.0,602000000.0,371000000.0,667000000.0
FirmI,Total Liabilities,35219000000.0,35217000000.0,31123000000.0,10394000000.0,11156000000.0,9086000000.0,12383000000.0,8323000000.0
FirmI,Total Equity,34006000000.0,32760000000.0,32912000000.0,29842000000.0,27413000000.0,26870000000.0,27630000000.0,26437000000.0
FirmI,Total Liabilities and Equity,69225000000.0,67977000000.0,64035000000.0,40236000000.0,38569000000.0,35956000000.0,40013000000.0,34760000000.0
FirmI,Revenues,20609000000.0,18358000000.0,15082000000.0,13880000000.0,12702000000.0,11778000000.0,10421000000.0,9188000000.0
FirmI,Cost of Goods Sold (COGS),3856000000.0,3248000000.0,2764000000.0,2553000000.0,2382000000.0,2400000000.0,2140000000.0,1816000000.0
FirmI,Gross Profit,16753000000.0,15110000000.0,12318000000.0,11327000000.0,10320000000.0,9378000000.0,8281000000.0,7372000000.0
FirmI,Operating Expenses,3192000000.0,2947000000.0,2556000000.0,2249000000.0,2170000000.0,2136000000.0,2042000000.0,1909000000.0
FirmI,Depreciation and Amortization,613000000.0,556000000.0,502000000.0,494000000.0,435000000.0,397000000.0,333000000.0,288000000.0
FirmI,Total Operating Expenses,,,,,,,,
FirmI,Operating Income,12954000000.0,12144000000.0,7883000000.0,9064000000.0,7697000000.0,7239000000.0,2139000000.0,5456000000.0
FirmI,Interest Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FirmI,Interest Expense,612000000.0,563000000.0,427000000.0,0.0,0.0,0.0,29000000.0,32000000.0
FirmI,Other Non-Operating Items,,,,,,,,
FirmI,Pre-Tax Income,12806000000.0,11694000000.0,8012000000.0,8995000000.0,7724000000.0,7257000000.0,2207000000.0,5656000000.0
FirmI,Income Tax Expense,2505000000.0,4995000000.0,2021000000.0,2667000000.0,2286000000.0,2277000000.0,65000000.0,2010000000.0
FirmI,Net Income,10301000000.0,6699000000.0,5991000000.0,6328000000.0,5438000000.0,4980000000.0,2144000000.0,3650000000.0
FirmJ,Cash and Cash Equivalents,9077000000.0,6006000000.0,8555000000.0,7309000000.0,8958000000.0,10414000000.0,8442000000.0,12803000000.0
FirmJ,Accounts Receivable,3685000000.0,3667000000.0,3856000000.0,3941000000.0,4466000000.0,4873000000.0,4759000000.0,4920000000.0
FirmJ,Inventory,3071000000.0,2655000000.0,2675000000.0,2902000000.0,3100000000.0,3277000000.0,3264000000.0,3092000000.0
FirmJ,Other Current Assets,4118000000.0,9548000000.0,5278000000.0,6652000000.0,3745000000.0,5772000000.0,5754000000.0,3450000000.0
FirmJ,Total Current Assets,24930000000.0,36545000000.0,34010000000.0,33395000000.0,32986000000.0,31304000000.0,30328000000.0,25497000000.0
FirmJ,Property Plant & Equipment,,,,,,,,
FirmJ,Intangible Assets,7478000000.0,7235000000.0,10499000000.0,12843000000.0,14272000000.0,15299000000.0,15082000000.0,15450000000.0
FirmJ,Other Non-Current Assets,4148000000.0,2038000000.0,495000000.0,-581000000.0,-1229000000.0,-1491000000.0,-1396000000.0,-1199000000.0
FirmJ,Total Assets,83216000000.0,87896000000.0,87270000000.0,89996000000.0,92023000000.0,90055000000.0,86174000000.0,79974000000.0
FirmJ,Accounts Payable,2719000000.0,2288000000.0,2682000000.0,2795000000.0,2089000000.0,1933000000.0,1969000000.0,2172000000.0
FirmJ,Short-Term Debt,18838000000.0,16503000000.0,16025000000.0,15805000000.0,22682000000.0,17925000000.0,17874000000.0,14912000000.0
FirmJ,Other Current Liabilities,6452000000.0,7993000000.0,7518000000.0,7554000000.0,7203000000.0,7644000000.0,7507000000.0,6837000000.0
FirmJ,Total Current Liabilities,28782000000.0,27194000000.0,26532000000.0,26929000000.0,32374000000.0,27811000000.0,27821000000.0,24283000000.0
FirmJ,Long-Term Debt,25376000000.0,31182000000.0,29684000000.0,28311000000.0,19063000000.0,19154000000.0,14736000000.0,13656000000.0
FirmJ,Other Non-Current Liabilities,7646000000.0,8021000000.0,4081000000.0,4301000000.0,4389000000.0,3498000000.0,5468000000.0,5420000000.0
FirmJ,Total Liabilities,64158000000.0,68919000000.0,64050000000.0,64232000000.0,61462000000.0,56615000000.0,53006000000.0,48053000000.0
FirmJ,Total Equity,19058000000.0,18977000000.0,23220000000.0,25764000000.0,30561000000.0,33440000000.0,33168000000.0,31921000000.0
FirmJ,Total Liabilities and Equity,83216000000.0,87896000000.0,87270000000.0,89996000000.0,92023000000.0,90055000000.0,86174000000.0,79974000000.0
FirmJ,Revenues,34300000000.0,35410000000.0,41863000000.0,44294000000.0,45998000000.0,46854000000.0,48017000000.0,46542000000.0
FirmJ,Cost of Goods Sold (COGS),13067000000.0,13256000000.0,16465000000.0,17482000000.0,17889000000.0,18421000000.0,19053000000.0,18216000000.0
FirmJ,Gross Profit,21233000000.0,22154000000.0,25398000000.0,26812000000.0,28109000000.0,28433000000.0,28964000000.0,28326000000.0
FirmJ,Operating Expenses,12081000000.0,14653000000.0,16772000000.0,18084000000.0,18401000000.0,18205000000.0,18185000000.0,18172000000.0
FirmJ,Depreciation and Amortization,1086000000.0,1260000000.0,1787000000.0,1970000000.0,1976000000.0,1977000000.0,1982000000.0,1954000000.0
FirmJ,Total Operating Expenses,,,,,,,,
FirmJ,Operating Income,9152000000.0,7501000000.0,8626000000.0,8728000000.0,9708000000.0,10228000000.0,10779000000.0,10154000000.0
FirmJ,Interest Income,689000000.0,677000000.0,642000000.0,613000000.0,594000000.0,534000000.0,471000000.0,483000000.0
FirmJ,Interest Expense,950000000.0,841000000.0,733000000.0,856000000.0,483000000.0,463000000.0,397000000.0,417000000.0
FirmJ,Other Non-Operating Items,,,,,,,,
FirmJ,Pre-Tax Income,8225000000.0,6742000000.0,8136000000.0,9605000000.0,9325000000.0,11477000000.0,11809000000.0,11439000000.0
FirmJ,Income Tax Expense,1749000000.0,5560000000.0,1586000000.0,2239000000.0,2201000000.0,2851000000.0,2723000000.0,2805000000.0
FirmJ,Net Income,6434000000.0,1248000000.0,6527000000.0,7351000000.0,7098000000.0,8584000000.0,9019000000.0,8572000000.0
