Firm,Line Item,t,t-1,t-2,t-3,t-4,t-5,t-6,t-7
Firmcc,Total Operating Expenses,,,,,,,,
Firmcc,Operating Income,8517000000.0,8061000000.0,7272000000.0,8052000000.0,8753000000.0,7446000000.0,6745000000.0,5724000000.0
Firmcc,Interest Income,30000000.0,16000000.0,11000000.0,5000000.0,4000000.0,4000000.0,3000000.0,3000000.0
Firmcc,Interest Expense,870000000.0,719000000.0,698000000.0,622000000.0,561000000.0,526000000.0,535000000.0,572000000.0
Firmcc,Other Non-Operating Items,,,,,,,,
Firmcc,Pre-Tax Income,7741000000.0,7632000000.0,6766000000.0,7656000000.0,8343000000.0,7048000000.0,6318000000.0,5264000000.0
Firmcc,Income Tax Expense,1775000000.0,-3080000000.0,2533000000.0,2884000000.0,3163000000.0,2660000000.0,2375000000.0,1972000000.0
Firmcc,Net Income,5966000000.0,10712000000.0,4233000000.0,4772000000.0,5180000000.0,4388000000.0,3943000000.0,3292000000.0
Firmcd,Cash and Cash Equivalents,719031000000.0,566712600000.0,531198300000.0,515345900000.0,551045600000.0,421398800000.0,341288900000.0,393764300000.0
Firmcd,Accounts Receivable,119099100000.0,104077400000.0,92838300000.0,72900500000.0,75095200000.0,66508400000.0,45603900000.0,36162800000.0
Firmcd,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmcd,Other Current Assets,6407200000.0,4497100000.0,4266100000.0,4136300000.0,2605000000.0,3020800000.0,4329500000.0,1815000000.0
Firmcd,Total Current Assets,3059573400000.0,2782175600000.0,2502721000000.0,2092659200000.0,1534965100000.0,1505978700000.0,1193973200000.0,1058632000000.0
Firmcd,Property Plant & Equipment,,,,,,,,
Firmcd,Intangible Assets,1000000.0,2000000.0,5000000.0,12000000.0,231000000.0,1769500000.0,4074000000.0,6402900000.0
Firmcd,Other Non-Current Assets,-2502864200000.0,-2260658500000.0,-2061167900000.0,-1674011400000.0,-1080440200000.0,-1211140800000.0,-988096600000.0,-771143800000.0
Firmcd,Total Assets,11367308800000.0,9066980500000.0,7736723300000.0,6259015800000.0,5125407300000.0,4370906100000.0,3571155700000.0,2920236300000.0
Firmcd,Accounts Payable,254242300000.0,259029900000.0,151150700000.0,120328400000.0,147933000000.0,153830700000.0,156073400000.0,128734200000.0
Firmcd,Short-Term Debt,779201700000.0,322265600000.0,253562400000.0,214191900000.0,0.0,145617200000.0,112642800000.0,76686700000.0
Firmcd,Other Current Liabilities,-1033444000000.0,-581295500000.0,-404713100000.0,-334520300000.0,-147933000000.0,-299447900000.0,-268716200000.0,-205420900000.0
Firmcd,Total Current Liabilities,1033444000000.0,581295500000.0,404713100000.0,334520300000.0,298708500000.0,299447900000.0,268716200000.0,205420900000.0
Firmcd,Long-Term Debt,932906300000.0,730920700000.0,522313500000.0,457934400000.0,395208600000.0,295219700000.0,178366600000.0,93287200000.0
Firmcd,Other Non-Current Liabilities,-932906300000.0,-730920700000.0,-522313500000.0,-457934400000.0,-395208600000.0,-295219700000.0,-183308700000.0,-98722700000.0
Firmcd,Total Liabilities,10190815500000.0,8039079400000.0,6865928100000.0,5507448200000.0,4592406600000.0,3900528200000.0,3174563000000.0,2572406500000.0
Firmcd,Total Equity,1176493300000.0,1027901100000.0,870795200000.0,751567600000.0,533000700000.0,470377900000.0,396592700000.0,347829800000.0
Firmcd,Total Liabilities and Equity,11367308800000.0,9066980500000.0,7736723300000.0,6259015800000.0,5125407300000.0,4370906100000.0,3571155700000.0,2920236300000.0
Firmcd,Revenues,567757600000.0,462121700000.0,389195400000.0,315997800000.0,263406600000.0,222253900000.0,178987500000.0,155217700000.0
Firmcd,Cost of Goods Sold (COGS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmcd,Gross Profit,567757600000.0,462121700000.0,389195400000.0,315997800000.0,263406600000.0,222253900000.0,178987500000.0,155217700000.0
Firmcd,Operating Expenses,-290970200000.0,207761821000.0,178281530000.0,145742755000.0,124660226000.0,115490144999.0,-105375400000.0,62439900000.0
Firmcd,Depreciation and Amortization,9679900000.0,8879900000.0,7434500000.0,7124800000.0,8518800000.0,8990700000.0,7917600000.0,7697200000.0
Firmcd,Total Operating Expenses,,,,,,,,
Firmcd,Operating Income,276787400000.0,219754700000.0,185452200000.0,153757600000.0,121623900000.0,91659500000.0,73612100000.0,62895200000.0
Firmcd,Interest Income,843465300000.0,725554300000.0,625428600000.0,500787200000.0,422211300000.0,353878500000.0,277540000000.0,202252000000.0
Firmcd,Interest Expense,420314700000.0,373758700000.0,333067100000.0,264610900000.0,229639200000.0,196802000000.0,151148000000.0,93849700000.0
Firmcd,Other Non-Operating Items,,,,,,,,
Firmcd,Pre-Tax Income,277106400000.0,219965500000.0,185586800000.0,154024600000.0,121750400000.0,91974800000.0,73836700000.0,63225600000.0
Firmcd,Income Tax Expense,98272500000.0,79224900000.0,67536900000.0,54519900000.0,42304200000.0,29840100000.0,23828700000.0,21698300000.0
Firmcd,Net Income,178514900000.0,140529800000.0,117915300000.0,99237700000.0,79319700000.0,61819400000.0,49783400000.0,41196900000.0
Firmce,Cash and Cash Equivalents,787800000.0,630300000.0,963700000.0,790800000.0,3005600000.0,3115200000.0,1678700000.0,537001000.0
Firmce,Accounts Receivable,3111800000.0,3521800000.0,3186100000.0,2985100000.0,3633800000.0,3451600000.0,3267300000.0,3049900000.0
Firmce,Inventory,1910100000.0,1840800000.0,1709400000.0,2095400000.0,1831500000.0,1783500000.0,1813400000.0,1781352000.0
Firmce,Other Current Assets,1644800000.0,1714200000.0,1611800000.0,2487700000.0,1913100000.0,1526800000.0,1656800000.0,904099000.0
Firmce,Total Current Assets,7093800000.0,6850000000.0,6665100000.0,7836700000.0,9431300000.0,9113700000.0,7587800000.0,6272357000.0
Firmce,Property Plant & Equipment,,,,,,,,
Firmce,Intangible Assets,11673100000.0,11667100000.0,11818000000.0,11270300000.0,7369200000.0,6247700000.0,6344000000.0,5840209000.0
Firmce,Other Non-Current Assets,648400000.0,538300000.0,631300000.0,1219300000.0,1024000000.0,1061300000.0,858000000.0,739686000.0
Firmce,Total Assets,47832500000.0,46648600000.0,45295300000.0,48222200000.0,36991700000.0,34672200000.0,32941000000.0,29949447000.0
Firmce,Accounts Payable,1495400000.0,1509900000.0,1485000000.0,1391900000.0,1875000000.0,1778200000.0,1546300000.0,1422400000.0
Firmce,Short-Term Debt,51800000.0,194700000.0,2594800000.0,845200000.0,71900000.0,62300000.0,55500000.0,98430000.0
Firmce,Other Current Liabilities,3001900000.0,2035300000.0,1960500000.0,3511000000.0,2882600000.0,1775500000.0,1679800000.0,2006236000.0
Firmce,Total Current Liabilities,4841500000.0,4792300000.0,6874000000.0,6170400000.0,5396400000.0,4557400000.0,4206100000.0,4172028000.0
Firmce,Long-Term Debt,9688500000.0,10327400000.0,9674200000.0,12025200000.0,3401500000.0,3436700000.0,5287600000.0,5206800000.0
Firmce,Other Non-Current Liabilities,5075800000.0,5056200000.0,5577600000.0,6262600000.0,4557200000.0,4086500000.0,4258200000.0,3598851000.0
Firmce,Total Liabilities,19605800000.0,20280800000.0,22218500000.0,24458200000.0,13541900000.0,12220800000.0,13857100000.0,12977679000.0
Firmce,Total Equity,28226700000.0,26367800000.0,23076800000.0,23764000000.0,23449800000.0,22451400000.0,19083900000.0,16971768000.0
Firmce,Total Liabilities and Equity,47832500000.0,46648600000.0,45295300000.0,48222200000.0,36991700000.0,34672200000.0,32941000000.0,29949447000.0
Firmce,Revenues,19893000000.0,18329700000.0,16882400000.0,20563100000.0,19913800000.0,19118000000.0,18260400000.0,16090540000.0
Firmce,Cost of Goods Sold (COGS),8785900000.0,8137200000.0,7547800000.0,9800600000.0,9471300000.0,9160400000.0,8846100000.0,7913876000.0
Firmce,Gross Profit,11107100000.0,10192500000.0,9334600000.0,10762500000.0,10442500000.0,9957600000.0,9414300000.0,8176664000.0
Firmce,Operating Expenses,7703300000.0,7171300000.0,6583700000.0,7293400000.0,7011200000.0,6682700000.0,6319100000.0,5559438000.0
Firmce,Depreciation and Amortization,1177700000.0,1238300000.0,1128100000.0,1051300000.0,938500000.0,895000000.0,839800000.0,634934000.0
Firmce,Total Operating Expenses,,,,,,,,
Firmce,Operating Income,3403800000.0,3021200000.0,2750900000.0,3469100000.0,3431300000.0,3274900000.0,3165100000.0,2617226000.0
Firmce,Interest Income,9200000.0,7500000.0,200000.0,5300000.0,16700000.0,5700000.0,3200000.0,5147000.0
Firmce,Interest Expense,157400000.0,162700000.0,184400000.0,162800000.0,122700000.0,145900000.0,157500000.0,141637000.0
Firmce,Other Non-Operating Items,,,,,,,,
Firmce,Pre-Tax Income,3292800000.0,2938800000.0,2611300000.0,3324000000.0,3481800000.0,3566000000.0,3010800000.0,2447849000.0
Firmce,Income Tax Expense,641900000.0,469000000.0,457900000.0,725300000.0,883400000.0,871000000.0,711500000.0,512562000.0
Firmce,Net Income,2650900000.0,2492100000.0,2553700000.0,3357400000.0,2598400000.0,2695000000.0,2392200000.0,2172264000.0
Firmcf,Cash and Cash Equivalents,75858049000000.0,63525940000000.0,49158293000000.0,40717934000000.0,24189904000000.0,11731140000000.0,9333097000000.0,10927266000000.0
Firmcf,Accounts Receivable,2532703000000.0,1872265000000.0,1780364000000.0,1827855000000.0,3485730000000.0,2428356000000.0,3108500000000.0,1877008000000.0
Firmcf,Inventory,2208079000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmcf,Other Current Assets,113599452000000.0,108915688000000.0,106540229000000.0,86738696000000.0,73404580000000.0,51365005000000.0,45728447000000.0,44798063000000.0
Firmcf,Total Current Assets,230350542000000.0,213403992000000.0,198705117000000.0,176774889000000.0,152965866000000.0,124250697000000.0,115844855000000.0,111886136000000.0
Firmcf,Property Plant & Equipment,,,,,,,,
Firmcf,Intangible Assets,1011119000000.0,990486000000.0,976098000000.0,1160164000000.0,1133354000000.0,866153000000.0,896483000000.0,991521000000.0
Firmcf,Other Non-Current Assets,-4809278000000.0,1957299000000.0,1667149000000.0,274583111000000.0,246873332000000.0,224596860000000.0,0.0,0.0
Firmcf,Total Assets,300570312000000.0,303297433000000.0,298302898000000.0,280886326000000.0,253661077000000.0,230559276000000.0,215202514000000.0,202861288000000.0
Firmcf,Accounts Payable,2770960000000.0,2116487000000.0,2469580000000.0,3053439000000.0,2226398000000.0,2237520000000.0,3115500000000.0,2444033000000.0
Firmcf,Short-Term Debt,0.0,0.0,0.0,5779738000000.0,0.0,8152463000000.0,6487996000000.0,5288034000000.0
Firmcf,Other Current Liabilities,-2770960000000.0,4280791000000.0,3652520000000.0,-8833177000000.0,-2226398000000.0,-10389983000000.0,-9603496000000.0,-7732067000000.0
Firmcf,Total Current Liabilities,7414043000000.0,6397278000000.0,6122100000000.0,13309638000000.0,10741546000000.0,10389983000000.0,9603496000000.0,7732067000000.0
Firmcf,Long-Term Debt,283046000000.0,10758359000000.0,273896000000.0,315845000000.0,14258295000000.0,11994258000000.0,12593062000000.0,13356728000000.0
Firmcf,Other Non-Current Liabilities,4235484000000.0,-7805282000000.0,700701000000.0,-865807000000.0,0.0,-11570435000000.0,41013000000.0,0.0
Firmcf,Total Liabilities,284924497000000.0,286639039000000.0,280916131000000.0,265604985000000.0,240909633000000.0,219617296000000.0,206344067000000.0,194190251000000.0
Firmcf,Total Equity,15645815000000.0,16658394000000.0,17386767000000.0,15281341000000.0,12751444000000.0,10941980000000.0,8858447000000.0,8671037000000.0
Firmcf,Total Liabilities and Equity,300570312000000.0,303297433000000.0,298302898000000.0,280886326000000.0,253661077000000.0,230559276000000.0,215202514000000.0,202861288000000.0
Firmcf,Revenues,4516939000000.0,4136746000000.0,4781872000000.0,4655457000000.0,3449834000000.0,3669020000000.0,3691086000000.0,3467887000000.0
Firmcf,Cost of Goods Sold (COGS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmcf,Gross Profit,4516939000000.0,4136746000000.0,4781872000000.0,4655457000000.0,3449834000000.0,3669020000000.0,3691086000000.0,3467887000000.0
Firmcf,Operating Expenses,-2025620000000.0,-3864203000000.0,-3619202000000.0,-2392801000000.0,-2029391000000.0,-2253149000000.0,-2841144000000.0,-2630649000000.0
Firmcf,Depreciation and Amortization,338810000000.0,333148000000.0,315458000000.0,331012000000.0,301861000000.0,301603000000.0,307006000000.0,319641000000.0
Firmcf,Total Operating Expenses,,,,,,,,
Firmcf,Operating Income,2491319000000.0,272543000000.0,1162670000000.0,2262656000000.0,1420443000000.0,1415871000000.0,849942000000.0,837238000000.0
Firmcf,Interest Income,3094986000000.0,2024487000000.0,2769246000000.0,2763052000000.0,2409678000000.0,2323334000000.0,2491322000000.0,2380477000000.0
Firmcf,Interest Expense,1188219000000.0,769639000000.0,655731000000.0,663184000000.0,560972000000.0,556418000000.0,640139000000.0,670673000000.0
Firmcf,Other Non-Operating Items,,,,,,,,
Firmcf,Pre-Tax Income,1409377000000.0,1303228000000.0,1498769000000.0,2262656000000.0,1420443000000.0,1415871000000.0,849942000000.0,837238000000.0
Firmcf,Income Tax Expense,313436000000.0,342176000000.0,460204000000.0,666020000000.0,337917000000.0,296020000000.0,429191000000.0,439900000000.0
Firmcf,Net Income,1228160000000.0,926440000000.0,951402000000.0,1531127000000.0,1015393000000.0,1069124000000.0,416231000000.0,461796000000.0
Firmcg,Cash and Cash Equivalents,27938000000.0,14217000000.0,10828000000.0,11978000000.0,11363000000.0,7728000000.0,12663000000.0,8679000000.0
Firmcg,Accounts Receivable,23099000000.0,22099000000.0,18659000000.0,18524000000.0,16677000000.0,14959000000.0,14358000000.0,11774000000.0
Firmcg,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmcg,Other Current Assets,122000000.0,126000000.0,90000000.0,101000000.0,110000000.0,85000000.0,114000000.0,23146000000.0
Firmcg,Total Current Assets,94926000000.0,64673000000.0,88644000000.0,78012000000.0,66505000000.0,59674000000.0,59203000000.0,42974000000.0
Firmcg,Property Plant & Equipment,,,,,,,,
Firmcg,Intangible Assets,152000000.0,108000000.0,144000000.0,181000000.0,227000000.0,266000000.0,319000000.0,326000000.0
Firmcg,Other Non-Current Assets,-13149000000.0,3883000000.0,-21415000000.0,-13213000000.0,-4116000000.0,-827000000.0,7200000000.0,13741000000.0
Firmcg,Total Assets,296482000000.0,243274000000.0,223383000000.0,183718000000.0,154642000000.0,143642000000.0,133637000000.0,108553000000.0
Firmcg,Accounts Payable,32726000000.0,32530000000.0,38301000000.0,35773000000.0,36309000000.0,36800000000.0,41398000000.0,36587000000.0
Firmcg,Short-Term Debt,0.0,15000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmcg,Other Current Liabilities,-32726000000.0,172527000000.0,-38301000000.0,-35773000000.0,-36309000000.0,-36800000000.0,-41398000000.0,-36587000000.0
Firmcg,Total Current Liabilities,268986000000.0,220057000000.0,204154000000.0,167501000000.0,141023000000.0,131447000000.0,122511000000.0,98938000000.0
Firmcg,Long-Term Debt,6878000000.0,4753000000.0,2876000000.0,2883000000.0,1899000000.0,1903000000.0,1632000000.0,2001000000.0
Firmcg,Other Non-Current Liabilities,268934000000.0,204996000000.0,204086000000.0,-2883000000.0,140940000000.0,131358000000.0,-1632000000.0,-2096000000.0
Firmcg,Total Liabilities,275812000000.0,224749000000.0,206962000000.0,170316000000.0,142839000000.0,133261000000.0,124048000000.0,100839000000.0
Firmcg,Total Equity,-6758000000.0,15518000000.0,-4158000000.0,13402000000.0,11803000000.0,10381000000.0,9589000000.0,7714000000.0
Firmcg,Total Liabilities and Equity,296482000000.0,243274000000.0,223383000000.0,183718000000.0,154642000000.0,143642000000.0,133637000000.0,108553000000.0
Firmcg,Revenues,10132000000.0,8618000000.0,7473000000.0,6369000000.0,6054000000.0,5434000000.0,4899000000.0,4740000000.0
Firmcg,Cost of Goods Sold (COGS),1573000000.0,1031000000.0,798000000.0,0.0,0.0,0.0,0.0,0.0
Firmcg,Gross Profit,8559000000.0,7587000000.0,6675000000.0,6369000000.0,6054000000.0,5434000000.0,4899000000.0,4740000000.0
Firmcg,Operating Expenses,5068000000.0,4521000000.0,4106000000.0,3759000000.0,3632000000.0,3430000000.0,3159000000.0,3030000000.0
Firmcg,Depreciation and Amortization,6183000000.0,5150000000.0,4538000000.0,224000000.0,199000000.0,202000000.0,196000000.0,155000000.0
Firmcg,Total Operating Expenses,,,,,,,,
Firmcg,Operating Income,5419000000.0,3992000000.0,3164000000.0,2411000000.0,2217000000.0,1810000000.0,1600000000.0,1567000000.0
Firmcg,Interest Income,6680000000.0,4624000000.0,3493000000.0,2657000000.0,2374000000.0,2085000000.0,1914000000.0,1900000000.0
Firmcg,Interest Expense,857000000.0,342000000.0,171000000.0,132000000.0,102000000.0,105000000.0,150000000.0,175000000.0
Firmcg,Other Non-Operating Items,,,,,,,,
Firmcg,Pre-Tax Income,4562000000.0,3650000000.0,2993000000.0,2279000000.0,2115000000.0,1705000000.0,1450000000.0,1392000000.0
Firmcg,Income Tax Expense,1055000000.0,1296000000.0,1104000000.0,832000000.0,794000000.0,634000000.0,522000000.0,528000000.0
Firmcg,Net Income,3507000000.0,2354000000.0,1889000000.0,1447000000.0,1321000000.0,1071000000.0,928000000.0,864000000.0
Firmch,Cash and Cash Equivalents,3616000000.0,2542000000.0,3316000000.0,3379000000.0,1795000000.0,1339000000.0,1395000000.0,905000000.0
Firmch,Accounts Receivable,2332000000.0,2198000000.0,1967000000.0,1662000000.0,1572000000.0,1518000000.0,1430000000.0,1417000000.0
Firmch,Inventory,2955000000.0,2465000000.0,2030000000.0,1639000000.0,1588000000.0,1422000000.0,1265000000.0,1283000000.0
Firmch,Other Current Assets,1451000000.0,1059000000.0,919000000.0,563000000.0,1983000000.0,1929000000.0,1525000000.0,1089000000.0
Firmch,Total Current Assets,9733000000.0,7993000000.0,7861000000.0,7944000000.0,9673000000.0,8335000000.0,8118000000.0,7231000000.0
Firmch,Property Plant & Equipment,,,,,,,,
Firmch,Intangible Assets,4163000000.0,3477000000.0,3508000000.0,1794000000.0,2018000000.0,1989000000.0,1424000000.0,1442000000.0
Firmch,Other Non-Current Assets,2479000000.0,1584000000.0,830000000.0,1174000000.0,738000000.0,494000000.0,835000000.0,157000000.0
Firmch,Total Assets,27229000000.0,22183000000.0,20435000000.0,16247000000.0,17713000000.0,15743000000.0,13467000000.0,12405000000.0
Firmch,Accounts Payable,646000000.0,487000000.0,437000000.0,410000000.0,329000000.0,314000000.0,288000000.0,345000000.0
Firmch,Short-Term Debt,1373000000.0,632000000.0,228000000.0,772000000.0,727000000.0,25000000.0,16000000.0,17000000.0
Firmch,Other Current Liabilities,2630000000.0,2223000000.0,2443000000.0,2179000000.0,3074000000.0,2187000000.0,1502000000.0,1350000000.0
Firmch,Total Current Liabilities,4807000000.0,3289000000.0,2554000000.0,2809000000.0,4463000000.0,2657000000.0,1837000000.0,1841000000.0
Firmch,Long-Term Debt,8486000000.0,6590000000.0,6686000000.0,3230000000.0,3246000000.0,2739000000.0,1746000000.0,1751000000.0
Firmch,Other Non-Current Liabilities,2206000000.0,2142000000.0,1051000000.0,980000000.0,1408000000.0,1300000000.0,987000000.0,1130000000.0
Firmch,Total Liabilities,15499000000.0,12189000000.0,10885000000.0,7736000000.0,9117000000.0,6696000000.0,4870000000.0,4722000000.0
Firmch,Total Equity,11730000000.0,10008000000.0,9550000000.0,8511000000.0,8596000000.0,9047000000.0,8597000000.0,7683000000.0
Firmch,Total Liabilities and Equity,27229000000.0,22183000000.0,20435000000.0,16247000000.0,17713000000.0,15743000000.0,13467000000.0,12405000000.0
Firmch,Revenues,13601000000.0,12444000000.0,11325000000.0,9946000000.0,9675000000.0,9021000000.0,8657000000.0,8307000000.0
Firmch,Cost of Goods Sold (COGS),4663000000.0,4271000000.0,3830000000.0,3344000000.0,3291000000.0,2977000000.0,2781000000.0,2811000000.0
Firmch,Gross Profit,8938000000.0,8173000000.0,7495000000.0,6602000000.0,6384000000.0,6044000000.0,5876000000.0,5496000000.0
Firmch,Operating Expenses,6378000000.0,5710000000.0,5171000000.0,4445000000.0,5138000000.0,4740000000.0,4060000000.0,3734000000.0
Firmch,Depreciation and Amortization,723000000.0,642000000.0,546000000.0,397000000.0,378000000.0,307000000.0,486000000.0,481000000.0
Firmch,Total Operating Expenses,,,,,,,,
Firmch,Operating Income,2537000000.0,2290000000.0,2166000000.0,1861000000.0,1246000000.0,1256000000.0,1741000000.0,1686000000.0
Firmch,Interest Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000000.0
Firmch,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34000000.0
Firmch,Other Non-Operating Items,,,,,,,,
Firmch,Pre-Tax Income,2356000000.0,2063000000.0,1921000000.0,1735000000.0,1160000000.0,1212000000.0,1705000000.0,1686000000.0
Firmch,Income Tax Expense,-1197000000.0,1043000000.0,274000000.0,296000000.0,645000000.0,206000000.0,407000000.0,341000000.0
Firmch,Net Income,3553000000.0,1020000000.0,1647000000.0,1439000000.0,515000000.0,1006000000.0,1298000000.0,1345000000.0
Firmci,Cash and Cash Equivalents,1586329000000.0,960142000000.0,983612000000.0,949413000000.0,1046466000000.0,826361000000.0,894576000000.0,1014412000000.0
Firmci,Accounts Receivable,1012779000000.0,953811000000.0,853592000000.0,899902000000.0,871040000000.0,924634000000.0,971959000000.0,958871000000.0
Firmci,Inventory,692937000000.0,640835000000.0,683146000000.0,665432000000.0,733943000000.0,710054000000.0,707052000000.0,704043000000.0
Firmci,Other Current Assets,707426000000.0,749447000000.0,729964000000.0,746412000000.0,1790145000000.0,487887000000.0,500462000000.0,520549000000.0
Firmci,Total Current Assets,5176096000000.0,4355722000000.0,4196727000000.0,4197901000000.0,4204886000000.0,3646533000000.0,3754962000000.0,3844046000000.0
Firmci,Property Plant & Equipment,,,,,,,,
Firmci,Intangible Assets,527168000000.0,584185000000.0,615754000000.0,642361000000.0,675663000000.0,527507000000.0,503699000000.0,391122000000.0
Firmci,Other Non-Current Assets,1239482000000.0,1229161000000.0,1102079000000.0,1072539000000.0,986905000000.0,1102646000000.0,1109314000000.0,1163705000000.0
Firmci,Total Assets,19065538000000.0,17660556000000.0,16673390000000.0,15834331000000.0,15333720000000.0,14206292000000.0,13295667000000.0,12924988000000.0
Firmci,Accounts Payable,1982983000000.0,1934658000000.0,1918079000000.0,1996314000000.0,1888242000000.0,572102000000.0,758680000000.0,1806312000000.0
Firmci,Short-Term Debt,721615000000.0,518797000000.0,336940000000.0,221525000000.0,378993000000.0,244182000000.0,1169041000000.0,956626000000.0
Firmci,Other Current Liabilities,2770038000000.0,2662247000000.0,2486866000000.0,2429337000000.0,2434537000000.0,1566277000000.0,777727000000.0,-362787000000.0
Firmci,Total Current Liabilities,5620541000000.0,5221739000000.0,4830750000000.0,4745590000000.0,4783614000000.0,4315089000000.0,4529981000000.0,4126979000000.0
Firmci,Long-Term Debt,623451000000.0,699549000000.0,556605000000.0,712087000000.0,932018000000.0,960104000000.0,762226000000.0,812235000000.0
Firmci,Other Non-Current Liabilities,6889082000000.0,6577004000000.0,6361101000000.0,5884195000000.0,5177770000000.0,4885619000000.0,3254603000000.0,2224692000000.0
Firmci,Total Liabilities,15409171000000.0,14513076000000.0,13541502000000.0,12900614000000.0,12546464000000.0,11522117000000.0,10785546000000.0,9969086000000.0
Firmci,Total Equity,3656367000000.0,3147480000000.0,3131888000000.0,2933717000000.0,2787256000000.0,2684175000000.0,2510121000000.0,2955902000000.0
Firmci,Total Liabilities and Equity,19065538000000.0,17660556000000.0,16673390000000.0,15834331000000.0,15333720000000.0,14206292000000.0,13295667000000.0,12924988000000.0
Firmci,Revenues,8543982000000.0,7603250000000.0,8105712000000.0,8215880000000.0,7767266000000.0,6800851000000.0,6493212000000.0,7181273000000.0
Firmci,Cost of Goods Sold (COGS),6230422000000.0,5663154000000.0,6074652000000.0,6158134000000.0,5956211000000.0,5341396000000.0,4386447000000.0,4831363000000.0
Firmci,Gross Profit,2313560000000.0,1940096000000.0,2031060000000.0,2057746000000.0,1811055000000.0,1459455000000.0,2106765000000.0,2349910000000.0
Firmci,Operating Expenses,1583197000000.0,1505956000000.0,1691930000000.0,1811461000000.0,1728520000000.0,1457626000000.0,1316293000000.0,2177601000000.0
Firmci,Depreciation and Amortization,720718000000.0,624553000000.0,696678000000.0,627565000000.0,662368000000.0,557146000000.0,319594000000.0,323699000000.0
Firmci,Total Operating Expenses,,,,,,,,
Firmci,Operating Income,734860000000.0,288702000000.0,294197000000.0,256806000000.0,96690000000.0,230100000000.0,46091000000.0,199821000000.0
Firmci,Interest Income,19784000000.0,11459000000.0,12455000000.0,12887000000.0,16652000000.0,21987000000.0,15101000000.0,11783000000.0
Firmci,Interest Expense,13566000000.0,14544000000.0,25286000000.0,23600000000.0,23460000000.0,26657000000.0,759482000000.0,23909000000.0
Firmci,Other Non-Operating Items,,,,,,,,
Firmci,Pre-Tax Income,699049000000.0,251619000000.0,304504000000.0,39729000000.0,25741000000.0,245681000000.0,-83186000000.0,205013000000.0
Firmci,Income Tax Expense,151770000000.0,124058000000.0,94789000000.0,88733000000.0,94582000000.0,141505000000.0,315239000000.0,425339000000.0
Firmci,Net Income,490794000000.0,127561000000.0,209715000000.0,-49004000000.0,-68841000000.0,104176000000.0,-398425000000.0,-220326000000.0
Firmcj,Cash and Cash Equivalents,1139000000.0,1342000000.0,2595000000.0,3641000000.0,3343000000.0,2183000000.0,10389000000.0,3539000000.0
Firmcj,Accounts Receivable,8025000000.0,8221000000.0,8225000000.0,8176000000.0,8401000000.0,9357000000.0,10675000000.0,13659000000.0
Firmcj,Inventory,7508000000.0,7578000000.0,6783000000.0,7513000000.0,5663000000.0,6166000000.0,7063000000.0,7769000000.0
Firmcj,Other Current Assets,15560000000.0,5336000000.0,6091000000.0,4825000000.0,7516000000.0,8313000000.0,15681000000.0,9542000000.0
Firmcj,Total Current Assets,49926000000.0,41141000000.0,38949000000.0,43804000000.0,57702000000.0,56244000000.0,61415000000.0,57728000000.0
Firmcj,Property Plant & Equipment,,,,,,,,
Firmcj,Intangible Assets,35211000000.0,48740000000.0,52648000000.0,40358000000.0,35167000000.0,39385000000.0,46013000000.0,53833000000.0
Firmcj,Other Non-Current Assets,2799000000.0,3227000000.0,3323000000.0,3499000000.0,3513000000.0,3596000000.0,5088000000.0,4979000000.0
Firmcj,Total Assets,159422000000.0,171797000000.0,171615000000.0,167460000000.0,169274000000.0,172101000000.0,185798000000.0,188002000000.0
Firmcj,Accounts Payable,4674000000.0,4656000000.0,4536000000.0,3620000000.0,3210000000.0,3234000000.0,2921000000.0,3836000000.0
Firmcj,Short-Term Debt,8836000000.0,9953000000.0,10688000000.0,10160000000.0,5141000000.0,6027000000.0,6424000000.0,4018000000.0
Firmcj,Other Current Liabilities,17083000000.0,15341000000.0,15454000000.0,15201000000.0,12749000000.0,13427000000.0,18831000000.0,19202000000.0
Firmcj,Total Current Liabilities,31858000000.0,30427000000.0,31115000000.0,29399000000.0,21631000000.0,23366000000.0,28619000000.0,28069000000.0
Firmcj,Long-Term Debt,11083000000.0,6539000000.0,19226000000.0,16707000000.0,18588000000.0,19166000000.0,13270000000.0,18346000000.0
Firmcj,Other Non-Current Liabilities,5851000000.0,5277000000.0,6337000000.0,5257000000.0,6546000000.0,4767000000.0,4939000000.0,6199000000.0
Firmcj,Total Liabilities,95664000000.0,100141000000.0,111775000000.0,102462000000.0,97652000000.0,95481000000.0,104120000000.0,105381000000.0
Firmcj,Total Equity,63758000000.0,71656000000.0,59840000000.0,64998000000.0,71622000000.0,76620000000.0,81678000000.0,82621000000.0
Firmcj,Total Liabilities and Equity,159422000000.0,171797000000.0,171615000000.0,167460000000.0,169274000000.0,172101000000.0,185798000000.0,188002000000.0
