Firm,Line Item,t,t-1,t-2,t-3,t-4,t-5,t-6,t-7
Firmap,Gross Profit,17872000000.0,15053000000.0,11829000000.0,11658000000.0,11029000000.0,11808000000.0,24754000000.0,23310000000.0
Firmap,Operating Expenses,14222000000.0,13327000000.0,8644000000.0,8791000000.0,8430000000.0,9179000000.0,16381000000.0,17558000000.0
Firmap,Depreciation and Amortization,3278000000.0,3021000000.0,1353000000.0,601000000.0,555000000.0,791000000.0,2783207000.0,3043894000.0
Firmap,Total Operating Expenses,,,,,,,,
Firmap,Operating Income,3650000000.0,1726000000.0,3185000000.0,2867000000.0,2599000000.0,2629000000.0,8085000000.0,5752000000.0
Firmap,Interest Income,105000000.0,124000000.0,99000000.0,105000000.0,77000000.0,67000000.0,79225000.0,85196000.0
Firmap,Interest Expense,721000000.0,780000000.0,332000000.0,58000000.0,73000000.0,90000000.0,513000000.0,530141000.0
Firmap,Other Non-Operating Items,,,,,,,,
Firmap,Pre-Tax Income,2873000000.0,2231000000.0,1413000000.0,3183000000.0,2518000000.0,2521000000.0,6263000000.0,5199000000.0
Firmap,Income Tax Expense,539000000.0,1878000000.0,350000000.0,577000000.0,797000000.0,138000000.0,300000000.0,470000000.0
Firmap,Net Income,2368000000.0,477000000.0,1400000000.0,4423000000.0,2284000000.0,2576000000.0,5963000000.0,4728000000.0
Firmaq,Cash and Cash Equivalents,68900000000.0,43299000000.0,92400000000.0,102500000000.0,138100000000.0,132500000000.0,125700000000.0,84501000000.0
Firmaq,Accounts Receivable,29487000000.0,41075000000.0,42262000000.0,45856000000.0,248000000000.0,272442000000.0,285004000000.0,307470000000.0
Firmaq,Inventory,19300000000.0,21923000000.0,22400000000.0,22500000000.0,17700000000.0,17300000000.0,15400000000.0,13800000000.0
Firmaq,Other Current Assets,29071000000.0,2099000000.0,-4216000000.0,110069000000.0,56943000000.0,-9067000000.0,-5444000000.0,-7537000000.0
Firmaq,Total Current Assets,117400000000.0,149236000000.0,152800000000.0,166600000000.0,410100000000.0,413200000000.0,420800000000.0,445600000000.0
Firmaq,Property Plant & Equipment,,,,,,,,
Firmaq,Intangible Assets,18156000000.0,20273000000.0,16437000000.0,16745000000.0,14156000000.0,14310000000.0,11987000000.0,12068000000.0
Firmaq,Other Non-Current Assets,43300000000.0,35524000000.0,49800000000.0,168600000000.0,81100000000.0,82600000000.0,109400000000.0,121300000000.0
Firmaq,Total Assets,309100000000.0,377945000000.0,365200000000.0,493100000000.0,648300000000.0,656600000000.0,685300000000.0,717300000000.0
Firmaq,Accounts Payable,13826000000.0,15172000000.0,14435000000.0,13680000000.0,12067000000.0,16471000000.0,15675000000.0,16400000000.0
Firmaq,Short-Term Debt,12774000000.0,24036000000.0,31035000000.0,49860000000.0,70425000000.0,0.0,155299000000.0,148325000000.0
Firmaq,Other Current Liabilities,83597000000.0,40088000000.0,91430000000.0,135660000000.0,-79092000000.0,-16471000000.0,-170774000000.0,318475000000.0
Firmaq,Total Current Liabilities,110700000000.0,78739000000.0,136900000000.0,199200000000.0,3400000000.0,185501000000.0,200000000.0,483200000000.0
Firmaq,Long-Term Debt,96883000000.0,110555000000.0,105178000000.0,147742000000.0,190999000000.0,296103000000.0,303573000000.0,243459000000.0
Firmaq,Other Non-Current Liabilities,100093000000.0,106665000000.0,45622000000.0,45958000000.0,317001000000.0,222797000000.0,131301000000.0,194617000000.0
Firmaq,Total Liabilities,257600000000.0,295959000000.0,287700000000.0,392900000000.0,511400000000.0,518900000000.0,556900000000.0,599200000000.0
Firmaq,Total Equity,51500000000.0,81986000000.0,77500000000.0,100200000000.0,136900000000.0,137700000000.0,128400000000.0,118100000000.0
Firmaq,Total Liabilities and Equity,309100000000.0,377945000000.0,365200000000.0,493100000000.0,648300000000.0,656600000000.0,685300000000.0,717300000000.0
Firmaq,Revenues,121615000000.0,120468000000.0,119688000000.0,115159000000.0,147811000000.0,143031000000.0,144796000000.0,147300000000.0
Firmaq,Cost of Goods Sold (COGS),92671000000.0,91934000000.0,87483000000.0,82693000000.0,81311000000.0,112284000000.0,110697000000.0,105662000000.0
Firmaq,Gross Profit,28944000000.0,28534000000.0,32205000000.0,32466000000.0,66500000000.0,30747000000.0,34099000000.0,41638000000.0
Firmaq,Operating Expenses,18111000000.0,16655000000.0,14372000000.0,15604000000.0,3215000000.0,1804000000.0,1328000000.0,6995000000.0
Firmaq,Depreciation and Amortization,8224000000.0,5139000000.0,4997000000.0,4847000000.0,9283000000.0,9762000000.0,9346000000.0,9185000000.0
Firmaq,Total Operating Expenses,,,,,,,,
Firmaq,Operating Income,10833000000.0,11879000000.0,17833000000.0,16862000000.0,63285000000.0,28943000000.0,32771000000.0,34643000000.0
Firmaq,Interest Income,669000000.0,299000000.0,167000000.0,65000000.0,0.0,21000000.0,114000000.0,206000000.0
Firmaq,Interest Expense,5059000000.0,4869000000.0,5025000000.0,3463000000.0,9482000000.0,10116000000.0,12508000000.0,14545000000.0
Firmaq,Other Non-Operating Items,,,,,,,,
Firmaq,Pre-Tax Income,-20134000000.0,-8791000000.0,9030000000.0,8186000000.0,17229000000.0,16151000000.0,17406000000.0,20098000000.0
Firmaq,Income Tax Expense,583000000.0,-3043000000.0,-464000000.0,6485000000.0,1772000000.0,676000000.0,2504000000.0,5732000000.0
Firmaq,Net Income,-22355000000.0,-5786000000.0,8831000000.0,-6126000000.0,15233000000.0,14055000000.0,13641000000.0,14151000000.0
Firmar,Cash and Cash Equivalents,51840000000.0,46164000000.0,43381000000.0,85352000000.0,87397000000.0,98542000000.0,77348000000.0,76255000000.0
Firmar,Accounts Receivable,53298000000.0,56187000000.0,46460000000.0,0.0,0.0,0.0,0.0,48669000000.0
Firmar,Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmar,Other Current Assets,142934000000.0,70997000000.0,35244000000.0,0.0,0.0,0.0,0.0,0.0
Firmar,Total Current Assets,248072000000.0,252150000000.0,205177000000.0,198625000000.0,173419000000.0,149845000000.0,97529000000.0,87251000000.0
Firmar,Property Plant & Equipment,,,,,,,,
Firmar,Intangible Assets,2163000000.0,2448000000.0,2721000000.0,2984000000.0,3159000000.0,3286000000.0,3783000000.0,4285000000.0
Firmar,Other Non-Current Assets,358800000000.0,383045000000.0,410628000000.0,397111000000.0,410539000000.0,481600000000.0,390778000000.0,382603000000.0
Firmar,Total Assets,853531000000.0,851733000000.0,814949000000.0,787465000000.0,801510000000.0,832702000000.0,780960000000.0,749898000000.0
Firmar,Accounts Payable,179559000000.0,191510000000.0,190513000000.0,186626000000.0,181069000000.0,157125000000.0,127722000000.0,123615000000.0
Firmar,Short-Term Debt,3581000000.0,3553000000.0,2370000000.0,3608000000.0,3656000000.0,6375000000.0,2779000000.0,3118000000.0
Firmar,Other Current Liabilities,-183140000000.0,-195063000000.0,-192883000000.0,-190234000000.0,-184725000000.0,-163500000000.0,403052000000.0,-126733000000.0
Firmar,Total Current Liabilities,583623000000.0,581760000000.0,574124000000.0,558515000000.0,577838000000.0,613206000000.0,533553000000.0,503615000000.0
Firmar,Long-Term Debt,195547000000.0,200300000000.0,194726000000.0,161797000000.0,163462000000.0,163557000000.0,184657000000.0,204678000000.0
Firmar,Other Non-Current Liabilities,576578000000.0,572967000000.0,542105000000.0,547311000000.0,563683000000.0,597973000000.0,94669000000.0,-204678000000.0
Firmar,Total Liabilities,853531000000.0,773267000000.0,737772000000.0,711281000000.0,729406000000.0,763672000000.0,715532000000.0,679820000000.0
Firmar,Total Equity,81406000000.0,78466000000.0,77177000000.0,76184000000.0,72104000000.0,69030000000.0,65428000000.0,70078000000.0
Firmar,Total Liabilities and Equity,853531000000.0,851733000000.0,814949000000.0,787465000000.0,801510000000.0,832702000000.0,780960000000.0,749898000000.0
Firmar,Revenues,40107000000.0,37945000000.0,34631000000.0,35226000000.0,33977000000.0,32493000000.0,26178000000.0,32403000000.0
Firmar,Cost of Goods Sold (COGS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777000000.0
Firmar,Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30626000000.0
Firmar,Operating Expenses,21979000000.0,21273000000.0,19901000000.0,20377000000.0,22032000000.0,20308000000.0,25582000000.0,26117000000.0
Firmar,Depreciation and Amortization,1844000000.0,1753000000.0,1736000000.0,1433000000.0,1161000000.0,1511000000.0,1581000000.0,1404000000.0
Firmar,Total Operating Expenses,,,,,,,,
Firmar,Operating Income,18128000000.0,16672000000.0,14730000000.0,14849000000.0,11945000000.0,12185000000.0,3050000000.0,6286000000.0
Firmar,Interest Income,13892000000.0,8997000000.0,7016000000.0,5835000000.0,5413000000.0,5209000000.0,0.0,7264000000.0
Firmar,Interest Expense,10086000000.0,5697000000.0,3318000000.0,2742000000.0,3678000000.0,4431000000.0,0.0,6907000000.0
Firmar,Other Non-Operating Items,,,,,,,,
Firmar,Pre-Tax Income,11237000000.0,10403000000.0,8848000000.0,8495000000.0,3591000000.0,4558000000.0,596000000.0,6114000000.0
Firmar,Income Tax Expense,2350000000.0,4168000000.0,2726000000.0,2200000000.0,90000000.0,902000000.0,161000000.0,1418000000.0
Firmar,Net Income,8748000000.0,6111000000.0,5979000000.0,6127000000.0,3467000000.0,2932000000.0,11000000.0,4110000000.0
Firmas,Cash and Cash Equivalents,866000000.0,2463800000.0,1223400000.0,7685500000.0,2077900000.0,2798700000.0,2336100000.0,2335700000.0
Firmas,Accounts Receivable,2441500000.0,1976200000.0,1474100000.0,1298700000.0,1214400000.0,1319800000.0,1375300000.0,1334700000.0
Firmas,Inventory,51100000.0,58800000.0,58900000.0,100100000.0,110000000.0,123700000.0,121700000.0,116800000.0
Firmas,Other Current Assets,694600000.0,1625500000.0,2092200000.0,1057900000.0,1324100000.0,1469400000.0,2178000000.0,1231600000.0
Firmas,Total Current Assets,4053200000.0,5327200000.0,4848600000.0,9643000000.0,4185500000.0,5050100000.0,4922100000.0,4403000000.0
Firmas,Property Plant & Equipment,,,,,,,,
Firmas,Intangible Assets,0.0,0.0,0.0,2516300000.0,0.0,0.0,0.0,0.0
Firmas,Other Non-Current Assets,1165500000.0,1443400000.0,38200000.0,164800000.0,174100000.0,99400000.0,71600000.0,328100000.0
Firmas,Total Assets,32811200000.0,33803700000.0,31023900000.0,37938700000.0,34281400000.0,36626300000.0,35386500000.0,32989900000.0
Firmas,Accounts Payable,1207900000.0,924800000.0,756000000.0,874700000.0,860100000.0,1086000000.0,1141900000.0,961300000.0
Firmas,Short-Term Debt,0.0,0.0,77200000.0,0.0,0.0,0.0,0.0,366600000.0
Firmas,Other Current Liabilities,1283600000.0,1424600000.0,2101600000.0,1611900000.0,1391000000.0,1485400000.0,1591800000.0,1581000000.0
Firmas,Total Current Liabilities,2973500000.0,2890600000.0,3468300000.0,2950400000.0,2747900000.0,3170000000.0,3403100000.0,3509200000.0
Firmas,Long-Term Debt,31075300000.0,29536400000.0,25878500000.0,24122100000.0,14989700000.0,14129800000.0,13632500000.0,12133800000.0
Firmas,Other Non-Current Liabilities,3177500000.0,3525300000.0,2064300000.0,2074000000.0,2065900000.0,1669100000.0,1526200000.0,1612600000.0
Firmas,Total Liabilities,39069600000.0,37071700000.0,33228200000.0,30850800000.0,21428000000.0,20616600000.0,20092900000.0,18599700000.0
Firmas,Total Equity,-6258400000.0,-3268000000.0,-2204300000.0,7087900000.0,12853400000.0,16009700000.0,15293600000.0,14390200000.0
Firmas,Total Liabilities and Equity,32811200000.0,33803700000.0,31023900000.0,37938700000.0,34281400000.0,36626300000.0,35386500000.0,32989900000.0
Firmas,Revenues,21025200000.0,22820400000.0,24621900000.0,25413000000.0,27441300000.0,28105700000.0,27567000000.0,27006000000.0
Firmas,Cost of Goods Sold (COGS),10239200000.0,12199600000.0,14417200000.0,15623800000.0,16985600000.0,17203000000.0,16750700000.0,16319400000.0
Firmas,Gross Profit,10786000000.0,10620800000.0,10204700000.0,9789200000.0,10455700000.0,10902700000.0,10816300000.0,10686600000.0
Firmas,Operating Expenses,2200200000.0,2231300000.0,2384500000.0,2434300000.0,2487900000.0,2385600000.0,2455200000.0,2160800000.0
Firmas,Depreciation and Amortization,1482000000.0,1363400000.0,1516500000.0,1555700000.0,1644500000.0,1585100000.0,1488500000.0,1415000000.0
Firmas,Total Operating Expenses,,,,,,,,
Firmas,Operating Income,8822600000.0,9552700000.0,7744500000.0,7145500000.0,7949200000.0,8764300000.0,8604600000.0,8529700000.0
Firmas,Interest Income,3500000.0,7400000.0,3600000.0,9500000.0,19700000.0,15200000.0,28100000.0,39000000.0
Firmas,Interest Expense,981200000.0,921300000.0,884800000.0,638300000.0,570500000.0,521900000.0,516600000.0,492800000.0
Firmas,Other Non-Operating Items,,,,,,,,
Firmas,Pre-Tax Income,7816100000.0,8573500000.0,6866000000.0,6555700000.0,7372000000.0,8204500000.0,8079000000.0,8012200000.0
Firmas,Income Tax Expense,1891800000.0,3381200000.0,2179500000.0,2026400000.0,2614200000.0,2618600000.0,2614200000.0,2509100000.0
Firmas,Net Income,5924300000.0,5192300000.0,4686500000.0,4529300000.0,4757800000.0,5585900000.0,5464800000.0,5503100000.0
Firmat,Cash and Cash Equivalents,27000000000.0,33000000000.0,25000000000.0,23000000000.0,22000000000.0,19000000000.0,22000000000.0,25000000000.0
Firmat,Accounts Receivable,0.0,0.0,0.0,46695000000.0,47000000000.0,47185000000.0,45914000000.0,44109000000.0
Firmat,Inventory,33960000000.0,6867000000.0,9024000000.0,0.0,0.0,0.0,0.0,0.0
Firmat,Other Current Assets,1458000000.0,684000000.0,696000000.0,851000000.0,1626000000.0,1998000000.0,1960000000.0,2378000000.0
Firmat,Total Current Assets,32550000000.0,4830000000.0,5743000000.0,61856000000.0,69288000000.0,66486000000.0,68250000000.0,68893000000.0
Firmat,Property Plant & Equipment,,,,,,,,
Firmat,Intangible Assets,275000000.0,899000000.0,868000000.0,796000000.0,854000000.0,817000000.0,993000000.0,1149000000.0
Firmat,Other Non-Current Assets,-13453000000.0,-12869000000.0,-13534000000.0,-7545000000.0,-11816000000.0,-12890000000.0,-13809000000.0,-14688000000.0
Firmat,Total Assets,189000000000.0,181000000000.0,159000000000.0,161000000000.0,159000000000.0,153000000000.0,153000000000.0,153000000000.0
Firmat,Accounts Payable,12255000000.0,14657000000.0,11190000000.0,11822000000.0,11300000000.0,10615000000.0,10006000000.0,10458000000.0
Firmat,Short-Term Debt,3100000000.0,3278000000.0,0.0,4812000000.0,3480000000.0,5021000000.0,3314000000.0,4337000000.0
Firmat,Other Current Liabilities,-15355000000.0,-17935000000.0,-11190000000.0,-71631000000.0,-14780000000.0,-15636000000.0,-13320000000.0,-14795000000.0
Firmat,Total Current Liabilities,15355000000.0,2731000000.0,4044000000.0,71631000000.0,14300000000.0,15615000000.0,13006000000.0,13458000000.0
Firmat,Long-Term Debt,58423000000.0,55804000000.0,46990000000.0,48061000000.0,57955000000.0,55330000000.0,58973000000.0,59570000000.0
Firmat,Other Non-Current Liabilities,-58423000000.0,-55804000000.0,-46990000000.0,-48061000000.0,-57955000000.0,-55330000000.0,-60259000000.0,-60633000000.0
Firmat,Total Liabilities,167000000000.0,163000000000.0,138000000000.0,140000000000.0,138000000000.0,134000000000.0,134000000000.0,134000000000.0
Firmat,Total Equity,56078000000.0,44155000000.0,48363000000.0,21000000000.0,21000000000.0,19000000000.0,19000000000.0,19000000000.0
Firmat,Total Liabilities and Equity,189000000000.0,181000000000.0,159000000000.0,161000000000.0,159000000000.0,153000000000.0,153000000000.0,153000000000.0
Firmat,Revenues,40338000000.0,33471000000.0,32119000000.0,32818000000.0,34292000000.0,32974000000.0,31582000000.0,29962000000.0
Firmat,Cost of Goods Sold (COGS),14042000000.0,12179000000.0,9619000000.0,0.0,0.0,0.0,0.0,0.0
Firmat,Gross Profit,26296000000.0,21292000000.0,22500000000.0,32818000000.0,34292000000.0,32974000000.0,31582000000.0,29962000000.0
Firmat,Operating Expenses,11720000000.0,8475000000.0,8909000000.0,8085000000.0,17168000000.0,16458000000.0,16568000000.0,16182000000.0
Firmat,Depreciation and Amortization,32806000000.0,30109000000.0,25249000000.0,1043000000.0,1012000000.0,1020000000.0,991000000.0,918000000.0
Firmat,Total Operating Expenses,,,,,,,,
Firmat,Operating Income,11065000000.0,9526000000.0,9800000000.0,9561000000.0,10698000000.0,9846000000.0,8677000000.0,9312000000.0
Firmat,Interest Income,10606000000.0,8553000000.0,7475000000.0,7545000000.0,7179000000.0,7005000000.0,6854000000.0,6961000000.0
Firmat,Interest Expense,2943000000.0,2112000000.0,1704000000.0,1623000000.0,1707000000.0,1958000000.0,2226000000.0,2320000000.0
Firmat,Other Non-Operating Items,,,,,,,,
Firmat,Pre-Tax Income,8122000000.0,7414000000.0,8096000000.0,7938000000.0,8991000000.0,7888000000.0,6451000000.0,6956000000.0
Firmat,Income Tax Expense,1201000000.0,4678000000.0,2688000000.0,2775000000.0,3106000000.0,2529000000.0,1969000000.0,2057000000.0
Firmat,Net Income,6921000000.0,2736000000.0,5408000000.0,5163000000.0,5885000000.0,5359000000.0,4482000000.0,4935000000.0
Firmau,Cash and Cash Equivalents,4466000000.0,617000000.0,524000000.0,147000000.0,126000000.0,138000000.0,157000000.0,90000000.0
Firmau,Accounts Receivable,4830000000.0,1804000000.0,1641000000.0,1601000000.0,1796000000.0,1892000000.0,1834000000.0,1795000000.0
Firmau,Inventory,1651000000.0,614000000.0,550000000.0,531000000.0,551000000.0,506000000.0,476000000.0,456000000.0
Firmau,Other Current Assets,6325000000.0,250000000.0,165000000.0,347000000.0,366000000.0,380000000.0,325000000.0,266000000.0
Firmau,Total Current Assets,17272000000.0,3285000000.0,2880000000.0,2626000000.0,2839000000.0,2916000000.0,2792000000.0,2607000000.0
Firmau,Property Plant & Equipment,,,,,,,,
Firmau,Intangible Assets,16223000000.0,553000000.0,583000000.0,568000000.0,603000000.0,596000000.0,173000000.0,167000000.0
Firmau,Other Non-Current Assets,876000000.0,371000000.0,359000000.0,346000000.0,443000000.0,490000000.0,1165000000.0,1079000000.0
Firmau,Total Assets,93386000000.0,20436000000.0,19332000000.0,18319000000.0,19802000000.0,20255000000.0,18090000000.0,16356000000.0
Firmau,Accounts Payable,3219000000.0,922000000.0,906000000.0,791000000.0,864000000.0,921000000.0,928000000.0,896000000.0
Firmau,Short-Term Debt,3008000000.0,1217000000.0,598000000.0,256000000.0,589000000.0,785000000.0,677000000.0,724000000.0
Firmau,Other Current Liabilities,5837000000.0,917000000.0,841000000.0,702000000.0,918000000.0,790000000.0,751000000.0,915000000.0
Firmau,Total Current Liabilities,12956000000.0,3307000000.0,2478000000.0,1893000000.0,2490000000.0,2664000000.0,2479000000.0,2535000000.0
Firmau,Long-Term Debt,12369000000.0,7787000000.0,7645000000.0,8975000000.0,8636000000.0,8026000000.0,6685000000.0,6058000000.0
Firmau,Other Non-Current Liabilities,3354000000.0,2820000000.0,1213000000.0,2545000000.0,2457000000.0,2255000000.0,2253000000.0,1228000000.0
Firmau,Total Liabilities,36290000000.0,13914000000.0,13880000000.0,13413000000.0,13616000000.0,12945000000.0,11417000000.0,10559000000.0
Firmau,Total Equity,57096000000.0,6522000000.0,5452000000.0,4906000000.0,6186000000.0,7310000000.0,6673000000.0,5797000000.0
Firmau,Total Liabilities and Equity,93386000000.0,20436000000.0,19332000000.0,18319000000.0,19802000000.0,20255000000.0,18090000000.0,16356000000.0
Firmau,Revenues,14900000000.0,11437000000.0,10534000000.0,10776000000.0,12273000000.0,11925000000.0,11224000000.0,11252000000.0
Firmau,Cost of Goods Sold (COGS),9084000000.0,6455000000.0,5860000000.0,5960000000.0,6962000000.0,6744000000.0,6396000000.0,6458000000.0
Firmau,Gross Profit,5816000000.0,4982000000.0,4674000000.0,4816000000.0,5311000000.0,5181000000.0,4828000000.0,4794000000.0
Firmau,Operating Expenses,3572000000.0,2484000000.0,2359000000.0,2351000000.0,2574000000.0,2556000000.0,2369000000.0,2340000000.0
Firmau,Depreciation and Amortization,1830000000.0,1184000000.0,1122000000.0,1106000000.0,1170000000.0,1109000000.0,1001000000.0,1003000000.0
Firmau,Total Operating Expenses,,,,,,,,
Firmau,Operating Income,5247000000.0,2448000000.0,2238000000.0,2321000000.0,2608000000.0,2625000000.0,2437000000.0,2468000000.0
Firmau,Interest Income,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.0
Firmau,Interest Expense,202000000.0,161000000.0,190000000.0,161000000.0,213000000.0,178000000.0,141000000.0,145000000.0
Firmau,Other Non-Operating Items,,,,,,,,
Firmau,Pre-Tax Income,5049000000.0,2287000000.0,2048000000.0,2160000000.0,2395000000.0,2447000000.0,2296000000.0,2323000000.0
Firmau,Income Tax Expense,817000000.0,1026000000.0,551000000.0,612000000.0,691000000.0,649000000.0,586000000.0,641000000.0
Firmau,Net Income,4381000000.0,1247000000.0,1500000000.0,1547000000.0,1694000000.0,1755000000.0,1692000000.0,1672000000.0
Firmav,Cash and Cash Equivalents,130000000000.0,110051000000.0,121711000000.0,75105000000.0,57600000000.0,61133000000.0,72669000000.0,56008000000.0
Firmav,Accounts Receivable,496000000000.0,94002000000.0,74921000000.0,82739000000.0,103214000000.0,121295000000.0,117208000000.0,82788000000.0
Firmav,Inventory,-698110000000.0,-724847370000.0,-671852000000.0,0.0,0.0,0.0,0.0,0.0
Firmav,Other Current Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmav,Total Current Assets,626000000000.0,204053000000.0,196632000000.0,157844000000.0,160814000000.0,182428000000.0,189877000000.0,138796000000.0
Firmav,Property Plant & Equipment,,,,,,,,
Firmav,Intangible Assets,324000000.0,373000000.0,429000000.0,491000000.0,515000000.0,671000000.0,1397000000.0,1666000000.0
Firmav,Other Non-Current Assets,-1529000000.0,-3728000000.0,-5550000000.0,-308302000000.0,-326112000000.0,-353110000000.0,-420780000000.0,-379035000000.0
Firmav,Total Assets,933000000000.0,917000000000.0,860165000000.0,861395000000.0,856240000000.0,911507000000.0,938555000000.0,923225000000.0
Firmav,Accounts Payable,180235000000.0,178169000000.0,188455000000.0,210362000000.0,213572000000.0,204765000000.0,194485000000.0,198292000000.0
Firmav,Short-Term Debt,50057000000.0,61818000000.0,52383000000.0,57020000000.0,60099000000.0,61982000000.0,67349000000.0,78223000000.0
Firmav,Other Current Liabilities,-192654000000.0,-197116000000.0,-203367000000.0,-225875000000.0,-275204000000.0,-268721000000.0,-264558000000.0,-277048000000.0
Firmav,Total Current Liabilities,221000000000.0,239987000000.0,240838000000.0,267382000000.0,273672000000.0,266747000000.0,261834000000.0,276515000000.0
Firmav,Long-Term Debt,236027000000.0,227579000000.0,198075000000.0,186443000000.0,175394000000.0,168966000000.0,177630000000.0,182814000000.0
Firmav,Other Non-Current Liabilities,565082000000.0,144212000000.0,535932000000.0,545437000000.0,87807000000.0,-168966000000.0,-177630000000.0,-182814000000.0
Firmav,Total Liabilities,843000000000.0,835000000000.0,773272000000.0,774667000000.0,773443000000.0,833040000000.0,862839000000.0,852846000000.0
Firmav,Total Equity,91568000000.0,82553000000.0,87399000000.0,87187000000.0,83201000000.0,78793000000.0,76224000000.0,70379000000.0
Firmav,Total Liabilities and Equity,933000000000.0,917000000000.0,860165000000.0,861395000000.0,856240000000.0,911507000000.0,938555000000.0,923225000000.0
Firmav,Revenues,33416000000.0,29740000000.0,27967000000.0,31210000000.0,32027000000.0,31865000000.0,31955000000.0,26348000000.0
Firmav,Cost of Goods Sold (COGS),13137000000.0,12586000000.0,12435000000.0,13450000000.0,0.0,0.0,13819000000.0,1030000000.0
Firmav,Gross Profit,20279000000.0,17154000000.0,15532000000.0,17760000000.0,32027000000.0,31865000000.0,18136000000.0,25318000000.0
Firmav,Operating Expenses,-5023000000.0,-18608000000.0,-17663000000.0,-22432000000.0,-19670000000.0,-20128000000.0,-20748000000.0,-20179000000.0
Firmav,Depreciation and Amortization,1328000000.0,1152000000.0,998000000.0,991000000.0,1337000000.0,1322000000.0,1738000000.0,1869000000.0
Firmav,Total Operating Expenses,,,,,,,,
Firmav,Operating Income,28393000000.0,11132000000.0,10304000000.0,8778000000.0,12357000000.0,11737000000.0,11207000000.0,6169000000.0
Firmav,Interest Income,19679000000.0,13113000000.0,9691000000.0,8452000000.0,9604000000.0,10060000000.0,11381000000.0,13174000000.0
Firmav,Interest Expense,15912000000.0,10181000000.0,7104000000.0,5388000000.0,5557000000.0,6668000000.0,7501000000.0,7982000000.0
Firmav,Other Non-Operating Items,,,,,,,,
Firmav,Pre-Tax Income,12481000000.0,11132000000.0,10304000000.0,8778000000.0,12357000000.0,11737000000.0,11207000000.0,6169000000.0
Firmav,Income Tax Expense,2022000000.0,6846000000.0,2906000000.0,2695000000.0,3880000000.0,3697000000.0,3732000000.0,1727000000.0
Firmav,Net Income,10459000000.0,4286000000.0,7398000000.0,6083000000.0,8477000000.0,8040000000.0,7475000000.0,4442000000.0
Firmaw,Cash and Cash Equivalents,4834400000.0,3846500000.0,4837900000.0,3347800000.0,2497000000.0,782100000.0,2920500000.0,2171800000.0
Firmaw,Accounts Receivable,682300000.0,507900000.0,430200000.0,394300000.0,315100000.0,301400000.0,370300000.0,297900000.0
Firmaw,Inventory,409000000.0,241200000.0,182300000.0,167900000.0,181700000.0,179600000.0,121500000.0,112100000.0
Firmaw,Other Current Assets,178800000.0,57300000.0,83300000.0,73500000.0,117700000.0,47900000.0,76600000.0,48000000.0
Firmaw,Total Current Assets,6354300000.0,4686900000.0,5450400000.0,3910000000.0,2993800000.0,1932400000.0,3412300000.0,2581800000.0
Firmaw,Property Plant & Equipment,,,,,,,,
Firmaw,Intangible Assets,66700000.0,26000000.0,31500000.0,49700000.0,74100000.0,94100000.0,103400000.0,71000000.0
Firmaw,Other Non-Current Assets,-1760100000.0,-1716300000.0,-2057200000.0,-1591700000.0,-1055600000.0,0.0,-1425400000.0,-1050700000.0
Firmaw,Total Assets,7846700000.0,5758000000.0,6486900000.0,4907300000.0,3959400000.0,3950300000.0,4059200000.0,3063100000.0
Firmaw,Accounts Payable,100700000.0,82500000.0,68500000.0,52600000.0,61600000.0,46200000.0,57600000.0,45800000.0
Firmaw,Short-Term Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmaw,Other Current Liabilities,386500000.0,273400000.0,247000000.0,202300000.0,215600000.0,129500000.0,152500000.0,120600000.0
Firmaw,Total Current Liabilities,1159200000.0,1031200000.0,709100000.0,587800000.0,580000000.0,380900000.0,479100000.0,417500000.0
Firmaw,Long-Term Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmaw,Other Non-Current Liabilities,305600000.0,308800000.0,112600000.0,95900000.0,78800000.0,68000000.0,77500000.0,27800000.0
Firmaw,Total Liabilities,1159200000.0,1031200000.0,709100000.0,587800000.0,580000000.0,448900000.0,479100000.0,417500000.0
Firmaw,Total Equity,6696200000.0,4728400000.0,5777800000.0,4319500000.0,3379400000.0,3501400000.0,3580100000.0,2645600000.0
Firmaw,Total Liabilities and Equity,7846700000.0,5758000000.0,6486900000.0,4907300000.0,3959400000.0,3950300000.0,4059200000.0,3063100000.0
Firmaw,Revenues,3724200000.0,3128900000.0,2704400000.0,2384400000.0,2131700000.0,2265100000.0,2178800000.0,1757300000.0
Firmaw,Cost of Goods Sold (COGS),1120100000.0,934800000.0,814300000.0,806500000.0,717900000.0,670900000.0,608500000.0,483500000.0
Firmaw,Gross Profit,2604100000.0,2194100000.0,1890100000.0,1577900000.0,1413800000.0,1594200000.0,1570300000.0,1273800000.0
Firmaw,Operating Expenses,1404700000.0,1139500000.0,944900000.0,837900000.0,869000000.0,741700000.0,692200000.0,579000000.0
Firmaw,Depreciation and Amortization,120100000.0,95000000.0,88900000.0,89500000.0,74400000.0,67300000.0,57800000.0,46500000.0
Firmaw,Total Operating Expenses,,,,,,,,
